experiment,img_set,filename,y_shift,x_shift
20210114_CCI_Normalization_V2_HEPES_RT,20210114-124720,20210114-124720-4,-7.0,6.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-124720,20210114-124720-5,7.0,21.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-124720,20210114-124720-6,-35.0,29.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-124720,20210114-124720-7,15.0,-7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-125711,20210114-125711-0,-20.0,-9.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-125711,20210114-125711-1,-27.0,4.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-125711,20210114-125711-2,-39.0,7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-125711,20210114-125711-3,-9.0,3.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-125711,20210114-125711-4,-7.0,7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-125711,20210114-125711-5,-10.0,24.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-125711,20210114-125711-6,-14.0,25.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-125711,20210114-125711-7,14.0,-8.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-130702,20210114-130702-0,-18.0,-13.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-130702,20210114-130702-1,-31.0,1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-130702,20210114-130702-2,-42.0,6.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-130702,20210114-130702-3,-12.0,1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-130702,20210114-130702-4,-10.0,7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-130702,20210114-130702-5,-7.0,23.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-130702,20210114-130702-6,-11.0,24.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-130702,20210114-130702-7,17.0,-8.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-131652,20210114-131652-0,-19.0,-14.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-131652,20210114-131652-1,-29.0,2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-131652,20210114-131652-2,-41.0,5.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-131652,20210114-131652-3,-16.0,1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-131652,20210114-131652-4,-8.0,7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-131652,20210114-131652-5,-32.0,26.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-131652,20210114-131652-6,-16.0,26.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-131652,20210114-131652-7,19.0,-8.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-132642,20210114-132642-0,-26.0,-9.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-132642,20210114-132642-1,-26.0,5.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-132642,20210114-132642-2,-39.0,5.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-132642,20210114-132642-3,-13.0,2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-132642,20210114-132642-4,-11.0,8.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-132642,20210114-132642-5,-3.0,23.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-132642,20210114-132642-6,-17.0,27.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-132642,20210114-132642-7,9.0,-7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-133630,20210114-133630-0,-33.0,-9.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-133630,20210114-133630-1,-22.0,3.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-133630,20210114-133630-2,-36.0,5.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-133630,20210114-133630-3,-15.0,1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-133630,20210114-133630-4,-7.0,8.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-133630,20210114-133630-5,0.0,23.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-133630,20210114-133630-6,-12.0,26.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-133630,20210114-133630-7,-8.0,-6.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-134618,20210114-134618-0,-18.0,-9.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-134618,20210114-134618-1,-18.0,1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-134618,20210114-134618-2,-34.0,4.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-134618,20210114-134618-3,-11.0,1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-134618,20210114-134618-4,-7.0,8.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-134618,20210114-134618-5,-9.0,25.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-134618,20210114-134618-6,-32.0,30.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-134618,20210114-134618-7,11.0,-7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-135605,20210114-135605-0,-15.0,-9.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-135605,20210114-135605-1,-17.0,-1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-135605,20210114-135605-2,-37.0,2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-135605,20210114-135605-3,-12.0,1.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-135605,20210114-135605-4,-17.0,6.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-135605,20210114-135605-5,-9.0,25.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-135605,20210114-135605-6,-8.0,25.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-135605,20210114-135605-7,5.0,-7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-140553,20210114-140553-0,-23.0,-3.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-140553,20210114-140553-1,-17.0,2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-140553,20210114-140553-2,-36.0,3.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-140553,20210114-140553-3,-10.0,2.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-140553,20210114-140553-4,-4.0,7.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-140553,20210114-140553-5,-3.0,26.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-140553,20210114-140553-6,-23.0,29.0
20210114_CCI_Normalization_V2_HEPES_RT,20210114-140553,20210114-140553-7,8.0,-6.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-131558,20210119-131558-0,-15.0,-2.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-131558,20210119-131558-1,0.0,-2.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-131558,20210119-131558-2,3.0,-1.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-131558,20210119-131558-3,3.0,0.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-131558,20210119-131558-4,-2.0,-1.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-131558,20210119-131558-5,-1.0,0.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-131558,20210119-131558-6,-12.0,0.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-131558,20210119-131558-7,2.0,-12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-133017,20210119-133017-0,2.0,6.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-133017,20210119-133017-1,0.0,7.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-133017,20210119-133017-2,10.0,9.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-133017,20210119-133017-3,13.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-133017,20210119-133017-4,-4.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-133017,20210119-133017-5,0.0,9.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-133017,20210119-133017-6,-2.0,9.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-133017,20210119-133017-7,1.0,-3.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-134009,20210119-134009-0,-5.0,8.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-134009,20210119-134009-1,-3.0,9.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-134009,20210119-134009-2,11.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-134009,20210119-134009-3,16.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-134009,20210119-134009-4,-4.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-134009,20210119-134009-5,0.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-134009,20210119-134009-6,-6.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-134009,20210119-134009-7,-2.0,4.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135001,20210119-135001-0,-7.0,9.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135001,20210119-135001-1,-1.0,10.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135001,20210119-135001-2,15.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135001,20210119-135001-3,17.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135001,20210119-135001-4,-2.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135001,20210119-135001-5,0.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135001,20210119-135001-6,-2.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135001,20210119-135001-7,-22.0,6.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135953,20210119-135953-0,-5.0,8.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135953,20210119-135953-1,-2.0,9.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135953,20210119-135953-2,11.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135953,20210119-135953-3,17.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135953,20210119-135953-4,-3.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135953,20210119-135953-5,1.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135953,20210119-135953-6,-9.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-135953,20210119-135953-7,-1.0,3.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-140944,20210119-140944-0,-10.0,8.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-140944,20210119-140944-1,-1.0,10.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-140944,20210119-140944-2,12.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-140944,20210119-140944-3,16.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-140944,20210119-140944-4,-4.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-140944,20210119-140944-5,0.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-140944,20210119-140944-6,-10.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-140944,20210119-140944-7,0.0,3.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-141934,20210119-141934-0,-7.0,9.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-141934,20210119-141934-1,-7.0,10.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-141934,20210119-141934-2,12.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-141934,20210119-141934-3,12.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-141934,20210119-141934-4,-2.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-141934,20210119-141934-5,0.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-141934,20210119-141934-6,-4.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-141934,20210119-141934-7,0.0,2.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-142925,20210119-142925-0,-10.0,9.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-142925,20210119-142925-1,-6.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-142925,20210119-142925-2,15.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-142925,20210119-142925-3,13.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-142925,20210119-142925-4,-3.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-142925,20210119-142925-5,0.0,9.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-142925,20210119-142925-6,-9.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-142925,20210119-142925-7,0.0,2.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-143914,20210119-143914-0,-7.0,10.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-143914,20210119-143914-1,-1.0,10.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-143914,20210119-143914-2,11.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-143914,20210119-143914-3,14.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-143914,20210119-143914-4,-2.0,15.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-143914,20210119-143914-5,0.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-143914,20210119-143914-6,-4.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-143914,20210119-143914-7,-18.0,4.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-144902,20210119-144902-0,-4.0,10.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-144902,20210119-144902-1,0.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-144902,20210119-144902-2,15.0,15.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-144902,20210119-144902-3,13.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-144902,20210119-144902-4,-3.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-144902,20210119-144902-5,0.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-144902,20210119-144902-6,-11.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-144902,20210119-144902-7,-7.0,7.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-145850,20210119-145850-0,10.0,8.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-145850,20210119-145850-1,0.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-145850,20210119-145850-2,11.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-145850,20210119-145850-3,13.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-145850,20210119-145850-4,-1.0,12.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-145850,20210119-145850-5,0.0,15.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-145850,20210119-145850-6,-11.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-145850,20210119-145850-7,-2.0,5.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-150838,20210119-150838-0,0.0,8.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-150838,20210119-150838-1,0.0,10.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-150838,20210119-150838-2,14.0,14.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-150838,20210119-150838-3,12.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-150838,20210119-150838-4,-3.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-150838,20210119-150838-5,0.0,11.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-150838,20210119-150838-6,-9.0,13.0
20210119_CCI_Normalization_V2_HEPES_4C,20210119-150838,20210119-150838-7,-2.0,4.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-150022,20210120-150022-0,0.0,1.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-150022,20210120-150022-1,11.0,-1.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-150022,20210120-150022-2,-3.0,1.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-150022,20210120-150022-3,-12.0,-1.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-150022,20210120-150022-4,-3.0,4.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-150022,20210120-150022-5,-41.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-150022,20210120-150022-6,-16.0,2.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-150022,20210120-150022-7,4.0,0.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-151440,20210120-151440-0,1.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-151440,20210120-151440-1,0.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-151440,20210120-151440-2,-4.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-151440,20210120-151440-3,-24.0,5.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-151440,20210120-151440-4,-1.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-151440,20210120-151440-5,-1.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-151440,20210120-151440-6,0.0,6.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-151440,20210120-151440-7,-15.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-152431,20210120-152431-0,6.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-152431,20210120-152431-1,5.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-152431,20210120-152431-2,-3.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-152431,20210120-152431-3,-20.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-152431,20210120-152431-4,-1.0,11.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-152431,20210120-152431-5,0.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-152431,20210120-152431-6,-5.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-152431,20210120-152431-7,-37.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-153423,20210120-153423-0,10.0,6.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-153423,20210120-153423-1,3.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-153423,20210120-153423-2,-4.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-153423,20210120-153423-3,-18.0,6.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-153423,20210120-153423-4,1.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-153423,20210120-153423-5,-1.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-153423,20210120-153423-6,0.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-153423,20210120-153423-7,-24.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-154413,20210120-154413-0,-3.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-154413,20210120-154413-1,0.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-154413,20210120-154413-2,-14.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-154413,20210120-154413-3,-27.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-154413,20210120-154413-4,-1.0,11.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-154413,20210120-154413-5,-2.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-154413,20210120-154413-6,-16.0,12.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-154413,20210120-154413-7,-3.0,11.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-155407,20210120-155407-0,8.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-155407,20210120-155407-1,6.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-155407,20210120-155407-2,-12.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-155407,20210120-155407-3,-27.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-155407,20210120-155407-4,-1.0,14.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-155407,20210120-155407-5,-3.0,14.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-155407,20210120-155407-6,0.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-155407,20210120-155407-7,-34.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-160358,20210120-160358-0,2.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-160358,20210120-160358-1,4.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-160358,20210120-160358-2,-18.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-160358,20210120-160358-3,-21.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-160358,20210120-160358-4,-2.0,13.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-160358,20210120-160358-5,-4.0,14.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-160358,20210120-160358-6,-4.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-160358,20210120-160358-7,-6.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-161347,20210120-161347-0,5.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-161347,20210120-161347-1,7.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-161347,20210120-161347-2,-23.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-161347,20210120-161347-3,-24.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-161347,20210120-161347-4,-3.0,11.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-161347,20210120-161347-5,-3.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-161347,20210120-161347-6,-6.0,13.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-161347,20210120-161347-7,-2.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-162335,20210120-162335-0,5.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-162335,20210120-162335-1,7.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-162335,20210120-162335-2,-20.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-162335,20210120-162335-3,-24.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-162335,20210120-162335-4,-2.0,13.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-162335,20210120-162335-5,-5.0,13.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-162335,20210120-162335-6,-2.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-162335,20210120-162335-7,-10.0,10.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-163323,20210120-163323-0,8.0,8.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-163323,20210120-163323-1,1.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-163323,20210120-163323-2,-26.0,9.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-163323,20210120-163323-3,-28.0,7.0
20210120_CCI_Normalization_V2_NoHEPES_4C,20210120-163323,20210120-163323-4,-3.0,10.0
